,Date,Team,Acquired,Relinquised,Notes
7478,2016-04-11,Suns,,Archie Goodwin,sprained left ankle (DTD)
7479,2016-04-11,Suns,,Tyson Chandler,concussion (out for season)
7480,2016-04-11,Wizards,,Nene Hilario,undisclosed (DTD)
7481,2016-04-12,Heat,,Justise Winslow,sprained left ankle (DTD)
7482,2016-04-12,Pistons,,Reggie Jackson,strained abdominal muscle (DTD)
7483,2016-04-12,Thunder,,Russell Westbrook,rest (DTD)
7484,2016-04-13,76ers,,Nik Stauskas,knee injury (out for season)
7485,2016-04-13,Blazers,,Chris Kaman,strained abdominal (DTD)
7486,2016-04-13,Bulls,,Derrick Rose,rest (DTD)
7487,2016-04-13,Bulls,,Mike Dunleavy,rest (DTD)
7488,2016-04-13,Cavaliers,,J.R. Smith,rest (DTD)
7489,2016-04-13,Cavaliers,,Kevin Love,rest (DTD)
7490,2016-04-13,Cavaliers,,Kyrie Irving,rest (DTD)
7491,2016-04-13,Cavaliers,,LeBron James,rest (DTD)
7492,2016-04-13,Clippers,,Blake Griffin,rest (DTD)
7493,2016-04-13,Clippers,,Chris Paul,rest (DTD)
7494,2016-04-13,Clippers,,DeAndre Jordan,rest (DTD)
7495,2016-04-13,Heat,,Udonis Haslem,foot injury (DTD)
7496,2016-04-13,Heat,Justise Winslow,,returned to lineup
7497,2016-04-13,Jazz,,Alec Burks,sore right knee (out for season)
7498,2016-04-13,Jazz,,Derrick Favors,sore right knee (out for season)
7499,2016-04-13,Kings,,Caron Butler,rest (DTD)
7500,2016-04-13,Kings,,Rajon Rondo,rest (DTD)
7501,2016-04-13,Kings,,Rudy Gay,rest (out for season)
7502,2016-04-13,Magic,Nikola Vucevic,,returned to lineup
7503,2016-04-13,Mavericks,,Devin Harris,sprained left thumb (out for season)
7504,2016-04-13,Mavericks,,J.J. Barea,strained right groin (DTD)
7505,2016-04-13,Nuggets,,Joffrey Lauvergne,back injury (out for season)
7506,2016-04-13,Nuggets,Kenneth Faried,,returned to lineup
7507,2016-04-13,Pacers,,George Hill,rest (DTD)
7508,2016-04-13,Pacers,,Monta Ellis,rest (DTD)
7509,2016-04-13,Pacers,,Paul George,rest (DTD)
7510,2016-04-13,Pelicans,,Luke Babbitt,illness (out for season)
7511,2016-04-13,Pistons,,Andre Drummond,rest (DTD)
7512,2016-04-13,Pistons,,Kentavious Caldwell-Pope,rest (DTD)
7513,2016-04-13,Pistons,,Marcus Morris,rest (out for season)
7514,2016-04-13,Pistons,,Tobias Harris,rest (DTD)
7515,2016-04-13,Raptors,,DeMar DeRozan,rest (DTD)
7516,2016-04-13,Raptors,,Jonas Valanciunas,rest (DTD)
7517,2016-04-13,Raptors,,Kyle Lowry,rest (DTD)
7518,2016-04-13,Raptors,,Luis Scola,rest (DTD)
7519,2016-04-13,Spurs,,Tony Parker,rest (DTD)
7520,2016-04-13,Spurs,,David West,rest (DTD)
7521,2016-04-13,Spurs,,Kawhi Leonard,rest (DTD)
7522,2016-04-13,Spurs,,LaMarcus Aldridge,rest (DTD)
7523,2016-04-13,Suns,Archie Goodwin,,returned to lineup
7524,2016-04-13,Wizards,,Marcin Gortat,rest (DTD)
7525,2016-04-14,Mavericks,,David Lee,plantar faciitis in right foot/heel (DTD)
7526,2016-04-16,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
7527,2016-04-16,Pacers,George Hill,,returned to lineup
7528,2016-04-16,Pacers,Monta Ellis,,returned to lineup
7529,2016-04-16,Raptors,,DeMar DeRozan,returned to lineup
7530,2016-04-16,Raptors,Kyle Lowry,,returned to lineup
7531,2016-04-16,Warriors,,Stephen Curry,sprained right ankle (DTD)
7532,2016-04-17,Blazers,Chris Kaman,,returned to lineup
7533,2016-04-17,Cavaliers,J.R. Smith,,returned to lineup
7534,2016-04-17,Cavaliers,Kevin Love,,returned to lineup
7535,2016-04-17,Clippers,Blake Griffin,,returned to lineup
7536,2016-04-17,Grizzlies,Tony Allen,,returned to lineup
7537,2016-04-17,Heat,Udonis Haslem,,returned to lineup
7538,2016-04-17,Spurs,Tony Parker,,returned to lineup
7539,2016-04-17,Spurs,David West,,returned to lineup
7540,2016-04-17,Spurs,Kawhi Leonard,,returned to lineup
7541,2016-04-17,Spurs,LaMarcus Aldridge,,returned to lineup
7542,2016-04-18,Mavericks,,J.J. Barea,strained right groin (DTD)
7543,2016-04-18,Thunder,,Cameron Payne,sore right hip (DTD) (Y)
7544,2016-04-20,Hornets,,Nicolas Batum,strained left foot (DTD)
7545,2016-04-21,Mavericks,,Deron Williams,sports hernia (DTD)
7546,2016-04-21,Mavericks,David Lee,,returned to lineup
7547,2016-04-21,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
7548,2016-04-22,Grizzlies,,Jarell Martin,sore left foot (out for season)
7549,2016-04-22,Spurs,,Kevin Martin,illness (DTD)
7550,2016-04-23,Mavericks,Deron Williams,,returned to lineup
7551,2016-04-24,Mavericks,,Deron Williams,sports hernia (out for season)
7552,2016-04-25,Clippers,,Chris Paul,fractured right hand (out for season)
7553,2016-04-25,Mavericks,,David Lee,plantar fasciitis in right foot/heel (out for season)
7554,2016-04-25,Mavericks,,Salah Mejri,strained right hip (out for season)
7555,2016-04-25,Warriors,,Stephen Curry,sprained MCL in right knee (DTD)
7556,2016-04-26,Clippers,,Blake Griffin,left quadriceps injury (out for season)
7557,2016-04-26,Clippers,,Chris Paul,surgery on right hand to repair fracture (out for season)
7558,2016-04-28,Hornets,,Spencer Hawes,sprained MCL in right knee (out for season)
7559,2016-05-01,Hornets,,Tyler Hansbrough,back spasms (out for season)
7560,2016-05-05,Wizards,,John Wall,surgery on left knee to remove calcium deposits (out indefinitely)
7561,2016-05-07,Heat,,Hassan Whiteside,sprained MCL in right knee (out for season)
7562,2016-05-07,Raptors,,Jonas Valanciunas,sprained right ankle (DTD)
7563,2016-05-09,Hornets,,Kemba Walker,surgery on left knee to repair torn meniscus (out for season)
7564,2016-05-10,Mavericks,,Devin Harris,surgery on left big toe and left thumb (out for season)
7565,2016-05-12,Heat,,Luol Deng,bruised left wrist (DTD)
7566,2016-05-17,Celtics,,Kelly Olynyk,surgery on right shoulder (out indefinitely)
7567,2016-05-23,Raptors,Jonas Valanciunas,,returned to lineup
7568,2016-06-05,Cavaliers,,Kevin Love,concussion (DTD)
7569,2016-06-08,Jazz,,Alec Burks,arthroscopic surgery on left knee and ankle to remove loose bodies (out indefinitely)
7570,2016-06-15,Warriors,,Andrew Bogut,left knee injury (out for season)
7571,2016-06-29,Hornets,,Frank Kaminsky,surgery to repair air pocket in lung (out indefinitely)
7572,2016-06-30,Mavericks,,Salah Mejri,arthroscopic surgery on knee to remove debris (out indefinitely)
7573,2016-07-06,Magic,,C.J. Watson,fractured right hand (out indefinitely)
7574,2016-07-08,Magic,,C.J. Watson,surgery on right hand to repair fracture (out indefinitely)
7575,2016-07-19,Magic,,Jodie Meeks,surgery on right foot (out indefinitely)
7576,2016-07-25,Thunder,,Cameron Payne,surgery on right foot to repair fracture (out indefinitely)
7577,2016-08-02,Raptors,,Delon Wright,arthroscopic surgery on right shoulder to repair torn labrum (out indefinitely)
7578,2016-08-31,Blazers,,Noah Vonleh,surgery on right thigh to remove bone fragment (out indefinitely)
7579,2016-09-08,Heat,,Josh Richardson,partially torn MCL in right knee (out indefinitely)
7580,2016-09-15,Suns,,P.J. Tucker,surgery on lower back (out indefinitely)
7581,2016-09-21,Bucks,,Khris Middleton,torn left hamstring (out indefinitely)
7582,2016-09-22,Hawks,,Paul Millsap,procedure on right knee to reduce swelling (out indefinitely)
7583,2016-09-26,Timberwolves,,Nikola Pekovic,sore right ankle (out for season)
7584,2016-09-29,Bucks,,Khris Middleton,surgery to repair torn left hamstring (out indefinitely)
7585,2016-10-01,76ers,,Ben Simmons,fractured right foot (out for season)
7586,2016-10-01,Hornets,Frank Kaminsky,,returned to lineup
7587,2016-10-04,76ers,,Ben Simmons,surgery on right foot to repair fracture (out for season)
7588,2016-10-04,Bulls,,Denzel Valentine,sprained ankle (DTD)
7589,2016-10-04,Timberwolves,,Nikola Pekovic,sore right foot (out for season)
7590,2016-10-05,Nuggets,,Gary Harris,partially torn right groin muscle (out indefinitely)
7591,2016-10-05,Pistons,,Reggie Jackson,left knee tendinitis (out indefinitely)
7592,2016-10-06,Hornets,,Cody Zeller,bone bruise in right knee (out indefinitely)
7593,2016-10-07,Jazz,,Gordon Hayward,fractured left ring finger (out indefinitely)
7594,2016-10-08,Clippers,,Brice Johnson,herniated disc in lower back (out indefinitely)
7595,2016-10-10,Pistons,,Reggie Jackson,sprained right thumb (out indefinitely)
7596,2016-10-11,Hawks,,Tiago Splitter,strained right hamstring (out indefinitely)
7597,2016-10-12,Pelicans,,Anthony Davis,sprained ankle (DTD)
7598,2016-10-12,Rockets,,Clint Capela,tightness in hamstring (DTD)
7599,2016-10-12,Rockets,,Pablo Prigioni,strained left shoulder (DTD)
7600,2016-10-12,Suns,,Brandon Knight,left knee tendinitis (DTD)
7601,2016-10-12,Suns,,John Jenkins,strained abdominal (DTD)
7602,2016-10-12,Thunder,,Ronnie Price,concussion (DTD)
7603,2016-10-15,76ers,,Hollis Thompson,illness (DTD)
7604,2016-10-15,Clippers,,Alan Anderson,ankle injury (DTD)
7605,2016-10-15,Grizzlies,,Marc Gasol,sore right ankle (DTD)
7606,2016-10-15,Heat,,Luke Babbitt,right groin injury / strained right hip (DTD)
7607,2016-10-15,Heat,,Okaro White,sprained left ankle (DTD)
7608,2016-10-15,Knicks,,Chasson Randle,fractured left orbital bone (out indefinitely)
7609,2016-10-15,Knicks,,Kristaps Porzingis,sore left groin (DTD)
7610,2016-10-15,Pistons,,Aron Baynes,tightness in lower back (DTD)
7611,2016-10-15,Wizards,,Ian Mahinmi,surgery on left knee to repair torn medial meniscus (out indefinitely)
7612,2016-10-16,Blazers,,Meyers Leonard,lower back injury (DTD)
7613,2016-10-16,Clippers,,Chris Paul,sprained left thumb (DTD)
7614,2016-10-16,Thunder,,Alex Abrines,bruised right hip (DTD)
7615,2016-10-19,Pistons,,Aron Baynes,surgery to repair fractured nose (DTD)
7616,2016-10-20,Celtics,,Marcus Smart,sprained left ankle (DTD)
7617,2016-10-21,76ers,,Nerlens Noel,surgery on left knee (out indefinitely) (date approximate)
7618,2016-10-21,Spurs,,Danny Green,strained left quadricep (out indefinitely)
7619,2016-10-22,Rockets,,Patrick Beverley,left knee injury (out indefinitely)
7620,2016-10-23,Raptors,,Jared Sullinger,surgery on left foot to insert screw to repair stress fracture (out indefinitely)
7621,2016-10-23,Rockets,,Patrick Beverley,surgery on left knee (out indefinitely)
7622,2016-10-24,76ers,,Jerryd Bayless,sore left wrist (out indefinitely)
7623,2016-10-24,Blazers,,Festus Ezeli,sore left knee (out for season)
7624,2016-10-24,Blazers,,Shabazz Napier,sore ankle (DTD)
7625,2016-10-24,Bucks,,Michael Beasley,sore elbow (DTD)
7626,2016-10-24,Bulls,,Cristiano Felicio,sore neck (DTD)
7627,2016-10-24,Cavaliers,,Kay Felder,concussion (DTD)
7628,2016-10-24,Clippers,,Paul Pierce,sprained ankle (DTD)
7629,2016-10-24,Grizzlies,,Brandan Wright,sore ankle (DTD)
7630,2016-10-24,Grizzlies,,Chandler Parsons,sore right knee (DTD)
7631,2016-10-24,Grizzlies,,Jarell Martin,bruised foot (DTD)
7632,2016-10-24,Heat,,Chris Bosh,blood clots (out for season)
7633,2016-10-24,Heat,,Josh McRoberts,sore left foot (DTD)
7634,2016-10-24,Heat,,Wayne Ellington,strained right quadriceps (DTD)
7635,2016-10-24,Hornets,,Brian Roberts,sore left hamstring (DTD)
7636,2016-10-24,Hornets,,Frank Kaminsky,strained right foot (DTD)
7637,2016-10-24,Jazz,,Alec Burks,sore leg (DTD)
7638,2016-10-24,Jazz,,Derrick Favors,sore left knee (DTD)
7639,2016-10-24,Lakers,,Jose Calderon,strained left calf (DTD)
7640,2016-10-24,Mavericks,,Devin Harris,strained right big toe (DTD)
7641,2016-10-24,Mavericks,,J.J. Barea,sore elbow (DTD)
7642,2016-10-24,Nets,,Caris LeVert,sore foot (DTD)
7643,2016-10-24,Nuggets,,Darrell Arthur,sore knee (DTD)
7644,2016-10-24,Pacers,,Aaron Brooks,sore knee (DTD)
7645,2016-10-24,Pacers,,C.J. Miles,sore knee (DTD)
7646,2016-10-24,Pelicans,,Quincy Pondexter,recovering from surgery on left knee (out for season)
7647,2016-10-24,Pelicans,,Tyreke Evans,recovering from surgery on right knee (out indefinitely)
7648,2016-10-24,Pistons,,Reggie Jackson,left knee injury (DTD)
7649,2016-10-24,Raptors,,Delon Wright,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD)
7650,2016-10-24,Wizards,,Jason Smith,sore ribs (DTD)
7651,2016-10-26,Grizzlies,,Tony Allen,right knee injury (DTD)
7652,2016-10-26,Grizzlies,Marc Gasol,,returned to lineup
7653,2016-10-26,Hawks,,Mike Scott,left knee injury (DTD)
7654,2016-10-26,Heat,Luke Babbitt,,returned to lineup
7655,2016-10-26,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
7656,2016-10-26,Pacers,,Aaron Brooks,sore knee (DTD)
7657,2016-10-26,Pacers,C.J. Miles,,returned to lineup
7658,2016-10-26,Pelicans,Anthony Davis,,returned to lineup
7659,2016-10-26,Pistons,Aron Baynes,,returned to lineup (date approximate)
7660,2016-10-26,Raptors,,Lucas Nogueira,sore/sprained left ankle (DTD)
7661,2016-10-26,Suns,Brandon Knight,,returned to lineup (date approximate)
7662,2016-10-27,Blazers,,Meyers Leonard,DNP (P)
7663,2016-10-27,Clippers,Chris Paul,,returned to lineup
7664,2016-10-27,Wizards,Jason Smith,,returned to lineup
7665,2016-10-28,Jazz,Derrick Favors,,returned to lineup
7666,2016-10-28,Knicks,,Ron Baker,sore ankle (DTD)
7667,2016-10-28,Magic,C.J. Watson,,returned to lineup
7668,2016-10-28,Pacers,,Rodney Stuckey,sore right hamstring (DTD)
7669,2016-10-29,Grizzlies,Jarell Martin,,returned to lineup
7670,2016-10-29,Hornets,,Jeremy Lamb,strained left hamstring (DTD)
7671,2016-10-29,Nets,,Brook Lopez,rest (DTD)
7672,2016-10-29,Nets,,Greivis Vasquez,sore right ankle (DTD)
7673,2016-10-29,Spurs,,Tony Parker,knee injury / rest (DTD)
7674,2016-10-29,Warriors,,Patrick McCaw,sore left ankle (DTD)
7675,2016-10-30,Grizzlies,Tony Allen,,returned to lineup
7676,2016-10-30,Spurs,Tony Parker,,returned to lineup
7677,2016-10-30,Mavericks,,Dirk Nowitzki,illness (DTD)
7678,2016-10-31,Timberwolves,,Ricky Rubio,sprained right elbow (DTD)
7679,2016-11-01,Bulls,,Doug McDermott,concussion (DTD)
7680,2016-11-01,Bulls,,Michael Carter-Williams,bone bruise in left knee (out indefinitely)
7681,2016-11-01,Grizzlies,,Marc Gasol,rest (DTD)
7682,2016-11-01,Grizzlies,,Mike Conley,rest (DTD)
7683,2016-11-01,Jazz,,Alec Burks,arthrosopic surgery on left ankle (out indefinitely)
7684,2016-11-01,Jazz,,Boris Diaw,bruised right leg (DTD)
7685,2016-11-01,Nuggets,,Will Barton,sore/sprained left ankle (DTD)
7686,2016-11-02,76ers,,Joel Embiid,rehab of foot injury (DTD)
7687,2016-11-02,Celtics,,Jae Crowder,sprained left ankle (DTD)
7688,2016-11-02,Grizzlies,,Jarell Martin,sore foot (DTD)
7689,2016-11-02,Grizzlies,Marc Gasol,,returned to lineup
7690,2016-11-02,Grizzlies,Mike Conley,,returned to lineup
7691,2016-11-02,Hornets,,Christian Wood,strep throat (DTD)
7692,2016-11-02,Jazz,,Boris Diaw,bruised right leg (DTD)
7693,2016-11-02,Mavericks,,Wesley Matthews,sore foot (DTD)
7694,2016-11-02,Mavericks,Dirk Nowitzki,,returned to lineup
7695,2016-11-02,Nets,,Jeremy Lin,strained left hamstring (DTD)
7696,2016-11-02,Pelicans,,Dante Cunningham,sore hip (DTD)
7697,2016-11-02,Raptors,Lucas Nogueira,,returned to lineup
7698,2016-11-03,Kings,,Anthony Tolliver,sprained right knee (DTD)
7699,2016-11-03,Spurs,,Tony Parker,sore right knee (DTD)
7700,2016-11-04,Heat,Josh Richardson,,returned to lineup
7701,2016-11-04,Mavericks,,Dirk Nowitzki,sore right Achilles (DTD)
7702,2016-11-05,Pelicans,,Lance Stephenson,torn groin muscle (surgery) (out indefinitely)
7703,2016-11-06,Mavericks,,Deron Williams,strained left calf (DTD)
7704,2016-11-06,Raptors,,Jonas Valanciunas,bruised left knee (DTD)
7705,2016-11-07,Hornets,Christian Wood,,returned to lineup
7706,2016-11-07,Jazz,,George Hill,sprained right thumb (DTD)
7707,2016-11-07,Lakers,,Larry Nance,concussion (DTD)
7708,2016-11-07,Nuggets,,Wilson Chandler,sore left hamstring (DTD)
7709,2016-11-07,Pistons,,Reggie Bullock,back injury (DTD)
7710,2016-11-08,Nuggets,,Darrell Arthur,sore left knee (DTD)
7711,2016-11-09,76ers,,Joel Embiid,rehab of foot injury (DTD)
7712,2016-11-09,Mavericks,,Andrew Bogut,rest (DTD)
7713,2016-11-09,Mavericks,,J.J. Barea,rest (DTD)
7714,2016-11-09,Mavericks,,Wesley Matthews,rest (DTD)
7715,2016-11-09,Raptors,,Terrence Ross,sprained/strained right index finger (DTD)
7716,2016-11-09,Wizards,,Bradley Beal,right hamstring injury (DTD)
7717,2016-11-10,Kings,Anthony Tolliver,,returned to lineup
7718,2016-11-10,Lakers,,Ivica Zubac,back injury (DTD)
7719,2016-11-11,Heat,,Goran Dragic,sprained left ankle (DTD)
7720,2016-11-11,Raptors,Jonas Valanciunas,,returned to lineup
7721,2016-11-11,Raptors,Terrence Ross,,returned to lineup
7722,2016-11-12,76ers,,Joel Embiid,rest (DTD)
7723,2016-11-12,Bulls,,Doug McDermott,concussion (DTD)
7724,2016-11-12,Heat,Josh McRoberts,,returned to lineup
7725,2016-11-12,Knicks,,Lance Thomas,sore left ankle (DTD)
7726,2016-11-12,Nets,,Isaiah Whitehead,concussion (DTD)
7727,2016-11-12,Wizards,,Bradley Beal,tightness in right hamstring (DTD)
7728,2016-11-13,Nuggets,,Gary Harris,sprained right ankle (DTD)
7729,2016-11-13,Timberwolves,,Zach LaVine,sore right knee (DTD)
7730,2016-11-13,Timberwolves,,Brandon Rush,sprained right big toe (DTD)
7731,2016-11-14,Bulls,,Rajon Rondo,sore/sprained left ankle (DTD)
7732,2016-11-14,Mavericks,Andrew Bogut,,returned to lineup
7733,2016-11-14,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
7734,2016-11-14,Mavericks,Wesley Matthews,,returned to lineup
7735,2016-11-14,Pelicans,,E'Twaun Moore,sore toe on right foot (DTD)
7736,2016-11-15,Bulls,,Rajon Rondo,sprained left ankle (DTD)
7737,2016-11-15,Heat,,Justise Winslow,sore left wrist (DTD)
7738,2016-11-15,Jazz,,Derrick Favors,sore left knee (DTD)
7739,2016-11-15,Mavericks,,Quincy Acy,eye contusion (DTD)
7740,2016-11-15,Nets,Isaiah Whitehead,,returned to lineup
7741,2016-11-15,Raptors,,DeMarre Carroll,rest (DTD)
7742,2016-11-15,Spurs,,Dewayne Dedmon,sprained left knee (DTD)
7743,2016-11-15,Timberwolves,Zach LaVine,,returned to lineup
7744,2016-11-16,76ers,,Joel Embiid,DNP
7745,2016-11-16,Cavaliers,,LeBron James,rest (DTD)
7746,2016-11-16,Grizzlies,,Brandan Wright,arthroscopic surgery on left ankle (out indefinitely)
7747,2016-11-16,Hawks,,Dwight Howard,bruised left quadricep (DTD)
7748,2016-11-16,Hawks,,Thabo Sefolosha,sprained left knee (DTD)
7749,2016-11-16,Mavericks,Deron Williams,,returned to lineup
7750,2016-11-16,Pelicans,,Anthony Davis,bruised right quadriceps (DTD)
7751,2016-11-16,Pelicans,E'Twaun Moore,,returned to lineup
7752,2016-11-16,Raptors,DeMarre Carroll,,returned to lineup
7753,2016-11-17,Heat,Goran Dragic,,returned to lineup
7754,2016-11-17,Hornets,,Treveon Graham,sore/strained left Achilles (DTD)
7755,2016-11-17,Mavericks,,J.J. Barea,torn calf muscle in left leg / strained left calf (out indefinitely)
7756,2016-11-17,Pelicans,,Alexis Ajinca,strained left shoulder (DTD)
7757,2016-11-17,Wizards,Bradley Beal,,returned to lineup
7758,2016-11-18,Cavaliers,LeBron James,,returned to lineup
7759,2016-11-18,Hawks,Dwight Howard,,returned to lineup
7760,2016-11-18,Mavericks,,Deron Williams,strained left calf (DTD)
7761,2016-11-18,Pacers,,C.J. Miles,sore left knee (DTD)
7762,2016-11-18,Pelicans,Anthony Davis,,returned to lineup
7763,2016-11-18,Pistons,Reggie Bullock,,returned to lineup
7764,2016-11-18,Suns,,T.J. Warren,illness (DTD)
7765,2016-11-18,Thunder,,Semaj Christon,concussion (DTD)
7766,2016-11-18,Hornets,,Jeremy Lamb,strained left hamstring (DTD)
7767,2016-11-18,Lakers,,Ivica Zubac,ankle injury (DTD)
7768,2016-11-19,Bulls,Rajon Rondo,,returned to lineup
7769,2016-11-19,Hornets,,Cody Zeller,sore shoulder (DTD)
7770,2016-11-19,Pacers,,C.J. Miles,sore left knee (DTD)
7771,2016-11-19,Rockets,,Montrezl Harrell,sore calf (DTD)
7772,2016-11-20,Bulls,,Dwyane Wade,rest (DTD)
7773,2016-11-20,Bulls,,Paul Zipser,strained lower back (DTD)
7774,2016-11-20,Heat,,Willie Reed,hyperextended right knee (DTD)
7775,2016-11-20,Nuggets,Darrell Arthur,,returned to lineup
7776,2016-11-20,Pacers,,C.J. Miles,sore left knee (DTD)
7777,2016-11-20,Pacers,,Kevin Seraphin,sore left knee (DTD)
7778,2016-11-21,Lakers,,D'Angelo Russell,sore left knee (DTD)
7779,2016-11-21,Mavericks,,Andrew Bogut,sore right calf (DTD)
7780,2016-11-21,Pacers,,Myles Turner,sprained right ankle (DTD)
